Year,Duration,Title,Genre,Director,Sales,Type
1989,109,Winter People,Drama,"Kotcheff, Ted",128884132,Film
1983,101,"Reuben, Reuben",Comedy,"Miller, Robert Ellis",230418342,Film
1987,102,Made in Heaven,Fantasy,"Rudolph, Alan",111711453,Film
1986,109,Top Gun,Action,"Scott, Tony",199006387,Film
1985,112,Witness,Drama,"Weir, Peter",239258712,Film
1988,111,"House on Carroll Street, The",Mystery,,124914842,Film
1984,109,Racing with the Moon,Drama,"Benjamin, Richard",156595191,Film
1983,98,Lovesick,Comedy,"Brickman, Marshall",440603537,Film
1988,106,She's Having a Baby,Comedy,,223387299,Film
1965,199,"Greatest Story Ever Told, The",Drama,"Stevens, George",169661687,Film
1989,105,Hawks,Drama,"Miller, Robert Ellis",260502115,Film
1981,91,So Fine,Comedy,"Bergman, Andrew",326479141,Film
1957,89,Paths of Glory,Drama,"Kubrick, Stanley",157761002,Film
1964,120,Tom Jones,Drama,"Dassin, Jules",161834276,Film
1975,103,"Sunshine Boys, The",Comedy,"Ross, Herbert",286168572,Film
1988,98,Caddyshack 2,Comedy,"Arkush, Allan",321682600,Film
1990,117,Internal Affairs,Drama,"Figgis, Mike",226497209,Film
1991,206,JFK,Drama,"Stone, Oliver",130224158,Film
1991,97,New Jack City,Action,"Van Peebles, Mario",165184237,Film
1991,87,Scenes from a Mall,Comedy,,186003591,Film
1987,118,Hope & Glory,War,"Boorman, John",245077583,Film
1970,194,Ryan's Daughter,Drama,"Lean, David",264218220,Film
1973,127,"Man Who Loved Cat Dancing, The",Western,"Sarafian, Richard C.",170268750,Film
1962,123,"Man Who Shot Liberty Valance, The",Western,"Ford, John",178311729,Film
1989,102,Dead-Bang,Action,"Frankenheimer, John",88036683,Film
1988,90,Big Top Pee-wee,Comedy,"Kleiser, Randal",212404396,Film
1960,103,"Time Machine, The",Science Fiction,"Pal, George",87404651,Film
1972,128,Cabaret,Drama,"Fosse, Bob",101624843,Film
1981,97,Arthur,Comedy,"Gordon, Steve",296482446,Film
1976,97,A Matter of Time,Drama,"Minnelli, Vincente",105011053,Film
1977,137,"New York, New York",Drama,"Scorsese, Martin",147748505,Film
1989,89,"Nightmare on Elm Street, Pt. 5, The Dream Child",Horror,"Hopkins, Stephen",86930411,Film
1980,100,"Fiendish Plot of Dr. Fu Manchu, The",Comedy,"Haggard, Piers",104907746,Film
1991,240,Four American Composers,Music,"Greenaway, Peter",155160045,Film
1950,112,"Asphalt Jungle, The",Action,"Huston, John",169837010,Film
1992,61,Ladies of the Chorus,Music,"Karlson, Phil",233274812,Film
1953,95,How to Marry a Millionaire,Comedy,"Negulesco, Jean",217776646,Film
1983,,Hollywood Out-Takes & Rare Footage,Comedy,,130126277,Film
1991,94,Nothing But Trouble,Comedy,"Aykroyd, Dan",136853506,Film
1987,109,Wisdom,Action,"Estevez, Emilio",234798636,Film
1986,94,One Crazy Summer,Comedy,"Holland, Savage Steve",119723358,Film
1989,110,We're No Angels,Comedy,"Jordan, Neil",404980543,Film
1984,102,No Small Affair,Comedy,"Schatzberg, Jerry",211822697,Film
1990,127,Ghost,Science Fiction,"Zucker, Jerry",163644662,Film
1986,113,About Last Night,Drama,"Zwick, Edward",299268508,Film
1982,107,Six Weeks,Drama,"Bill, Tony",141067127,Film
1948,89,Return of October,Comedy,"Lewis, Joseph H.",142337240,Film
1952,99,"Come Back, Little Sheba",Drama,"Mann, Daniel",85297000,Film
1974,117,Going Places,Drama,"Blier, Bertrand",90709367,Film
1970,99,Monte Walsh,Western,"Fraker, William A.",131060248,Film
1955,100,Mr. Arkadin,Drama,"Welles, Orson",200811689,Film
1988,,White of the Eye,Mystery,"Cammell, Donald",321752656,Film
1968,90,"Producers, The",Comedy,"Brooks, Mel",314975955,Film
1976,94,"Front, The",Drama,"Ritt, Martin",179519401,Film
1987,86,House of the Rising Sun,Drama,"Gold, Greg",177512032,Film
1988,91,In a Shallow Grave,Drama,"Bowser, Kenneth",100375432,Film
1974,111,Mc Q,Action,"Sturges, John",110768122,Film
1941,85,Lady from Louisiana,Drama,"Vorhaus, Bernard",296069199,Film
1990,102,Wait Until Spring Bandini,Drama,"Deruddere, Dominique",145051197,Film
1940,105,"Long Voyage Home, The",Drama,"Ford, John",257579282,Film
1955,100,"Trouble with Harry, The",Mystery,"Hitchcock, Alfred",181216833,Film
1987,60,Encounters,Drama,"Marder, Bruce",201858461,Film
1963,112,Hud,Drama,"Ritt, Martin",186053725,Film
1951,111,Operation Pacific,War,,255000211,Film
1987,83,Surf Nazis Must Die,Horror,"George, Peter",196710396,Film
1956,124,Teahouse of the August Moon,Drama,"Mann, Daniel",189176423,Film
1992,88,Back in the U.S.S.R.,Action,,373515621,Film
1970,91,"Man Who Haunted Himself, The",Drama,"Dearden, Basil",141603197,Film
1991,108,Prisoner of Honor.,Drama,"Russell, Ken",166842739,Film
1988,83,Control,Drama,,301970083,Film
1923,57,Desert Rider,Western,"Bradbury, Robert N.",161919318,Film
1980,109,Wholly Moses!,Comedy,"Weis, Gary",156563139,Film
1991,110,Star Trek VI: The Undiscovered Country,Science Fiction,"Meyer, Nicholas",211819354,Film
1989,107,Star Trek V: The Final Frontier,Action,"Shatner, William",226904017,Film
1991,85,Circuitry Man,Action,"Lovy, Steven",86086881,Film
1986,87,Cobra,Action,"Cosmatos, George P.",92158064,Film
1987,103,Beverly Hills Cop II,Comedy,"Scott, Tony",178051587,Film
1990,90,Red Sonja,Action,,117867984,Film
1950,93,To Joy,Drama,"Bergman, Ingmar",214040103,Film
1992,112,Macbeth,Drama,,111037232,Film
1958,128,Vertigo,Drama,"Hitchcock, Alfred",201545517,Film
1987,91,Young Love: Lemon Popsicle Seven,Comedy,"Bennett, Walter",178062759,Film
1946,93,Crack-Up,Mystery,"Reis, Irving",282570682,Film
1941,57,Bury Me Not on the Lone Prairie,Western,"Taylor, Ray",214015089,Film
1940,57,Law & Order,Western,"Taylor, Ray",148963822,Film
1941,56,Man from Montana,Western,"Taylor, Ray",155457327,Film
1992,137,"Long Gray Line, The",Drama,"Ford, John",97918663,Film
1950,105,Rio Grande,Western,"Ford, John",116632628,Film
1957,107,"Wings of Eagles, The",Drama,"Ford, John",82604699,Film
1939,94,Jamaica Inn,Drama,"Hitchcock, Alfred",177243185,Film
1971,110,Big Jake,Action,"Sherman, George",130154568,Film
1992,153,"Quiet Man, The",Drama,,106269971,Film
1983,72,After the Rehearsal,Drama,"Bergman, Ingmar",215862692,Film
1952,90,Big Jim McLain,Western,"Ludwig, Edward",138224951,Film
1969,101,Smith!,Western,"O'Herlihy, Michael",155010032,Film
1953,79,"Wild One, The",Drama,"Benedek, Laslo",196393745,Film
1929,129,"Manxman, The",Drama,"Hitchcock, Alfred",137587063,Film
1978,126,International Velvet,Drama,"Forbes, Bryan",164115897,Film
1981,104,Scanners,Horror,"Cronenberg, David",245623848,Film
1986,98,Trick or Treat,Horror,"Smith, Charles Martin",180419276,Film
1982,92,48 Hrs.,Action,"Hill, Walter",106285522,Film
1985,108,"Trip to Bountiful, The",Drama,"Masterson, Peter",312296056,Film
1955,116,Mister Roberts,Comedy,"Ford, John",120455994,Film
1969,127,Z,Drama,Costa-Gavras,81600000,Film
1987,139,Maurice,Drama,"Ivory, James",167805466,Film
1969,114,Hamlet,Drama,"Richardson, Tony",161626121,Film
1991,117,La Femme Nikita,Drama,"Besson, Luc",215863606,Film
1993,95,Honeymoon in Vegas,Comedy,"Bergman, Andrew",128799509,Film
1988,90,Going for the Gold,Action,"Taylor, Dan",131095990,Film
1976,128,Shout at the Devil,Action,"Hunt, Peter R.",115035090,Film
1986,94,A Smoky Mountain Christmas,Music,"Winkler, Henry",159808370,Film
1984,95,Getting Physical,Drama,"Stern, Steven Hilliard",182057016,Film
1990,95,Torn Apart,Drama,"Fisher, Jack",152022101,Film
1986,112,From the Hip,Comedy,"Clark, Bob",117815157,Film
1984,102,"Ratings Game, The",Comedy,"DeVito, Danny",102992536,Film
1992,100,Class Act,Drama,,204594016,Film
1986,89,Water,Comedy,"Clement, Dick",107363905,Film
1978,88,Silent Movie,Comedy,"Brooks, Mel",169852759,Film
1989,122,Pink Cadillac,Comedy,"Eastwood, Clint",2069521700,Film
1979,94,"Jerk, The",Comedy,"Reiner, Carl",2797501328,Film
1980,180,Wild Times,,"Compton, Richard",2847246203,Film
1986,107,Sweet Liberty,Comedy,"Alda, Alan",1347597973,Film
1982,115,Grease II,Music,"Birch, Patricia",2048359754,Film
1989,104,Married to the Mob,Comedy,"Demme, Jonathan",1544455963,Film
1985,121,Ladyhawke,Adventure,"Donner, Richard",2201647264,Film
1989,114,"Fabulous Baker Boys, The",Drama,"Kloves, Steve",1670516444,Film
1985,115,Into the Night,Comedy,"Landis, John",1518815515,Film
1991,124,"Russia House, The",Drama,"Schepisi, Fred",1332698830,Film
1988,116,Tequila Sunrise,Mystery,"Towne, Robert",1243089244,Film
1989,74,B. A. D. Cats,Action,,1662899439,Film
1971,108,"Last Movie, The",Drama,"Hopper, Dennis",1005973645,Film
1973,106,Dillinger,Drama,"Milius, John",1056057720,Film
1988,360,Little Dorrit,Drama,"Edzard, Christine",1074149279,Film
1927,78,My Best Girl,Drama,"Taylor, Sam",1273576220,Film
1989,93,Seizure,Horror,"Stone, Oliver",1028570942,Film
1990,89,A Chorus of Disapproval,Comedy,"Winner, Michael",1450026933,Film
1962,119,Rome Adventure,Drama,"Daves, Delmer",1027082707,Film
1992,121,Drowning by Numbers,Mystery,"Greenaway, Peter",775398007,Film
1991,88,Born to Ride,Action,"Baker, Graham",1402809540,Film
1988,94,Her Alibi,Comedy,"Beresford, Bruce",1081142612,Film
1988,96,Glitz,Mystery,,928760770,Film
1990,95,Dangerous Pursuit,Mystery,"Stern, Sandor",792910554,Film
1962,123,Experiment in Terror,Mystery,"Edwards, Blake",1073394593,Film
1972,105,"Hideaways, The",Comedy,"Cook, Fielder",1128462972,Film
1965,108,What's New Pussycat,Comedy,"Donner, Clive",865011746,Film
1965,108,What's New Pussycat?,Comedy,"Donner, Clive",1066179747,Film
1983,98,Packin' It In,Comedy,"Taylor, Jud",1063611805,Film
1988,90,"Naked Gun: From the Files of Police Squad!, THe",Comedy,"Zucker, David",1310466296,Film
1990,106,In Too Deep,Drama,"Tatoulis, Colin South, John",1066970811,Film
1988,107,Twins,Comedy,"Reitman, Ivan",822824522,Film
1988,94,"Experts, The",Comedy,"Thomas, Dave",1214811252,Film
1989,94,Naked Lie,Drama,"Colla, Richard A.",1153337496,Film
1987,87,Mistress,Drama,"Tuchner, Michael",694394724,Film
1992,,Pleasure Palace,Action,,825025036,Film
1970,100,Adam at 6 A.M.,Drama,"Scheerer, Robert",962542945,Film
1990,93,Web of Deceit,Drama,"Stern, Sandor",1033928303,Film
1991,119,New York Stories,Comedy,"Coppola, Francis Ford",836303693,Film
1987,97,"Dreams Lost, Dreams Found",Drama,"Patterson, Willi",1281508100,Film
1987,103,Au Revoir les Enfants,Drama,"Malle, Louis",1131927996,Film
1989,122,Quo Vadis,Drama,"Rossi, Franco",863756051,Film
1949,100,"Fighting Kentuckian, The",Action,"Waggner, George",1342321665,Film
1974,104,Zardoz,Science Fiction,"Boorman, John",940352645,Film
1989,84,Police Academy 6: City under Siege,Comedy,"Bonerz, Peter",868390560,Film
1988,90,Police Academy 5: Assignment Miami Beach,Comedy,"Myerson, Alan",1146030912,Film
1986,84,Police Academy 3: Back in Training,Comedy,"Paris, Jerry",788976453,Film
1991,60,"America's Music, Blues",Music,"Walton, Kip",612054506,Film
1977,100,Julia,Drama,"Zinnemann, Fred",875458631,Film
1971,111,"Devils, The",Drama,"Russell, Ken",970766005,Film
1984,90,Ransom,Drama,"Segal, Alex",966554929,Film
1990,97,Cadillac Man,Comedy,"Donaldson, Roger",782836791,Film
1986,104,"Best of Times, The",Comedy,"Spottiswoode, Roger",858848019,Film
1985,135,Death of a Salesman,Drama,"Schl�ndorff, Volker",1050693953,Film
1993,104,It Started with a Kiss,Drama,,1515341399,Film
1989,88,"Money, The",Drama,,1123794079,Film
1987,153,Empire of the Sun,Drama,"Spielberg, Steven",547426372,Film
1991,102,"Comfort of Strangers, The",Mystery,"Schrader, Paul",947495095,Film
1969,135,On Her Majesty's Secret Service,Action,"Hunt, Peter R.",1024121104,Film
1986,96,Pretty in Pink,Drama,"Deutch, Howard",755356711,Film
1987,90,PK. & the Kid.,Drama,,894983373,Film
1943,60,"Lone Star Trail, The",Western,"Taylor, Ray",1159444662,Film
1986,98,Summer,Comedy,"Rohmer, Eric",1074419384,Film
1987,93,"Planes, Trains & Automobiles",Comedy,"Hughes, John",1148485886,Film
1990,119,Pretty Woman,Comedy,"Marshall, Garry",880166924,Film
1991,111,Flatliners,Drama,"Schumacher, Joel",1025468216,Film
1991,142,Hook,Action,"Spielberg, Steven",773350147,Film
1940,56,Riders of Pasco Basin,Western,"Taylor, Ray",678226133,Film
1992,53,"Gotta Dance, Gotta Sing",Music,,873637528,Film
1990,106,Desperate Hours,Mystery,"Cimino, Michael",701796444,Film
1986,111,Gung Ho,Comedy,"Howard, Ron",746846894,Film
1992,96,Shooting Elizabeth,Mystery,"Taylor, Baz",785896609,Film
1951,101,Strangers on a Train,Mystery,"Hitchcock, Alfred",813367380,Film
1979,198,"Sacketts, The",Western,"Totten, Robert",800059707,Film
1991,87,To Die Standing,Action,"Morneau, Louis",709709780,Film
1980,92,Rodeo Girl,Drama,"Cooper, Jackie",585796247,Film
1969,110,Butch Cassidy & the Sundance Kid,Western,"Hill, George Roy",1016813075,Film
1968,121,Hellfighters,Action,"McLaglen, Andrew V.",790653942,Film
1980,92,"Final Countdown, The",Action,"Taylor, Don",897690072,Film
1986,120,Blue Velvet,Mystery,"Lynch, David",853983911,Film
1989,110,Cousins,Comedy,,623933331,Film
1976,90,Black & White in Color,Comedy,"Annaud, Jean-Jacques",653779970,Film
1988,81,Another Woman,Drama,"Allen, Woody",960996492,Film
1992,128,Night on Earth,Drama,"Jarmusch, Jim",475106177,Film
1988,92,Permanent Record,Drama,"Silver, Marisa",817400891,Film
1992,138,"Fisher King, The",Drama,"Gilliam, Terry",654264015,Film
1991,98,Another You,Comedy,"Phillips, Maurice",1108569499,Film
1958,167,"Young Lions, The",Drama,"Dmytryk, Edward",1017003568,Film
1988,89,Cheerleader Camp,Horror,"Quinn, John",934454096,Film
1990,98,Trapper County War,Action,,698491347,Film
1947,96,Angel & the Badman,Western,"Grant, James Edward",711025481,Film
1990,109,Impulse,Mystery,"Locke, Sondra",977043483,Film
1988,91,Track Twenty-Nine,Drama,"Roeg, Nicolas",672806432,Film
1991,110,Freejack,Action,"Richardson, Tony",735099102,Film
1939,109,"John Wayne Matinee Double Feature, No. 1",Western,,538375067,Film
1988,81,"Smallest Show on Earth, The",Comedy,"Dearden, Basil",836836967,Film
1987,120,Innerspace,Science Fiction,"Dante, Joe",942172396,Film
1988,97,"Presidio, The",Action,"Hyams, Peter",829747654,Film
1990,102,Joe Versus the Volcano,Comedy,"Patrick, John",745013115,Film
1991,135,"Doors, The",Drama,"Stone, Oliver",668045518,Film
1990,98,"Welcome Home, Roxy Carmichael",Comedy,"Abrahams, Jim",579707738,Film
1972,99,Cancel My Reservation,Comedy,"Bogart, Paul",896678241,Film
1991,135,North by Northwest,Mystery,"Hitchcock, Alfred",476684675,Film
1966,127,"Russians Are Coming, the Russians Are, The",Comedy,"Jewison, Norman",658344137,Film
1992,213,Exodus,Drama,"Preminger, Otto",741847937,Film
1982,128,"Ballad of Narayama, The",Drama,"Imamura, Shohei",712205856,Film
1985,96,Out of the Darkness,Mystery,"Taylor, Jud",522657936,Film
1971,90,"Garden of the Finzi-Continis, The",Drama,"De Sica, Vittorio",469310836,Film
1974,105,Steppenwolf,Drama,"Haines, Fred",723192705,Film
1973,100,"Mackintosh Man, The",Action,"Huston, John",512568819,Film
1968,105,Partner,Drama,"Bertolucci, Bernardo",634208384,Film
1970,107,"Conformist, The",Drama,"Bertolucci, Bernardo",743559645,Film
1971,102,Dirty Harry,Drama,"Siegel, Don",487853320,Film
1986,103,Ferris Bueller's Day Off,Comedy,"Hughes, John",1034800131,Film
1986,89,Legend,Science Fiction,"Scott, Ridley",879602366,Film
1984,110,"Buddy System, The",Drama,"Jordan, Glenn",757930663,Film
1989,97,A Dry White Season,Drama,"Palcy, Euzhan",631607053,Film
1975,105,"Rocky Horror Picture Show, The",Music,"Sharman, Jim",471411300,Film
1968,360,War & Peace,Drama,"Bondarchuk, Sergei",345573032,Film
1992,96,Defense of the Realm,Drama,,714421503,Film
1991,90,Basil The Rat,Comedy,,959007513,Film
1979,90,"Fawlty Towers, Gourmet Night, Waldorf Salad & The Kipper & the Corpse",Comedy,,468060692,Film
1991,80,Going Under,Comedy,"Travis, Mark W.",385680446,Film
1990,83,U S. Sub Standard.,Comedy,,585410052,Film
1990,,Hells Angels on Wheels,Action,,309208309,Film
1975,118,"Passenger, The",Drama,"Antonioni, Michelangelo",962182865,Film
1973,127,Last Tango in Paris,Drama,"Bertolucci, Bernardo",586764305,Film
1987,155,Indigo Autumn & Lilac Dream,Drama,"Gillard, Stuart",543113985,Film
1924,95,"Kriemhild's Revenge, The Nibelungenlied",Drama,"Lang, Fritz",411508343,Film
1966,102,Johnny Tiger,Drama,"Wendkos, Paul",574481229,Film
1986,90,Head Office,Comedy,"Finkleman, Ken",589390539,Film
1990,,Live & Let Die,Action,,797361618,Film
1972,100,Le Charme Discret de la Bourgeoisie,Comedy,"Bunuel, Luis",644136488,Film
1986,83,Blue City,Action,"Manning, Michelle",389925971,Film
1983,123,Bad Boys,Drama,"Rosenthal, Rick",497375381,Film
1986,82,"Whoopee Boys, The",Comedy,"Byrum, John",1104054072,Film
1971,118,"Last Picture Show, The",Drama,"Bogdanovich, Peter",461991867,Film
1988,93,"Diamond Trap, The",Drama,"Taylor, Don",296578797,Film
1981,115,Endless Love,Drama,"Zeffirelli, Franco",484592874,Film
1976,90,Rocky,Drama,"Avildsen, John G.",494471524,Film
1988,103,Cocktail,Drama,"Donaldson, Roger",368744044,Film
1936,77,Sabotage,Mystery,"Hitchcock, Alfred",758411779,Film
1977,105,Madame Rosa,Drama,"Mizrahi, Moshe",1045713802,Film
1985,56,Fozzie's Muppet Scrapbook,Comedy,,752600867,Film
1954,110,Desiree,Drama,"Koster, Henry",788680968,Film
1960,185,Spartacus,Drama,"Kubrick, Stanley",538983207,Film
1955,150,Guys & Dolls,Comedy,"Mankiewicz, Joseph L.",493311825,Film
1992,95,Until They Sail,Drama,"Wise, Robert",460435291,Film
1988,116,Coming to America,Comedy,"Landis, John",603873119,Film
1963,93,Lilies of the Field,Drama,"Poitier, Sidney",814044001,Film
1987,99,River's Edge,Drama,"Hunter, Tim",746045700,Film
1986,93,Ruthless People,Comedy,"Abrahams, Jim",429632142,Film
1987,110,"Secret of My Success, The",Comedy,"Ross, Herbert",441306145,Film
1965,128,"Shop on Main Street, The",Drama,"Kadar, Jan",677796076,Film
1988,101,Funny Farm,Comedy,"Hill, George Roy",618638999,Film
1988,120,"Lonely Passion of Judith Hearne, The",Drama,"Clayton, Jack",657926987,Film
1978,103,California Suite,Comedy,"Ross, Herbert",467365246,Film
1986,97,Maximum Overdrive,Horror,"King, Stephen",630162448,Film
1985,116,Pale Rider,Western,"Eastwood, Clint",408247917,Film
1990,88,"Kissing Place, The",Drama,"Wharmby, Tony",629443428,Film
1986,90,French Lesson,Comedy,"Gilbert, Brian",444100035,Film
1985,88,Roller Blade,Action,"Jackson, Donald G",619179950,Film
1964,101,A Shot in the Dark,Comedy,"Edwards, Blake",347325802,Film
1979,88,"Treasure Seekers, The",Action,,1236005118,Film
1982,122,Missing,Drama,Costa-Gavras,432233010,Film
1989,99,Picasso Trigger,Action,"Sidaris, Andy",521311890,Film
1987,97,Hard Ticket to Hawaii,Action,"Sidaris, Andy",657869686,Film
1990,,Diamonds are Forever,Action,"Hamilton, Guy",791657398,Film
1933,72,Baby Face,Drama,"Green, Alfred E.",459242249,Film
1992,95,"Violent Men, The",Action,"Mate, Rudolph",443140005,Film
1985,117,Cocoon,Science Fiction,"Howard, Ron",441286195,Film
1986,96,Clockwise,Comedy,"Morahan, Christopher",424967620,Film
1993,103,Romantic Comedy,Comedy,,549368315,Film
1981,111,Outland,Science Fiction,"Hyams, Peter",556906378,Film
1967,114,Hang 'em High,Western,"Post, Ted",505703557,Film
1992,123,Basic Instinct,Mystery,"Verhoeven, Paul",494879471,Film
1990,113,Total Recall,Action,"Verhoeven, Paul",760006945,Film
1987,115,Stakeout,Comedy,"Badham, John",504050219,Film
1992,104,"Unnamable II, The Statement of Randolph Carter, The",Drama,"Ouellette, Jean-Paul",365352546,Film
1967,85,"Trip, The",Drama,"Corman, Roger",482349603,Film
1987,135,Ironweed,Drama,"Babenco, Hector",910809311,Film
1979,,Kramer vs. Kramer,Drama,"Benton, Robert",622674139,Film
1988,,Still of the Night,Mystery,"Benton, Robert",746921274,Film
1991,112,Defending Your Life,Comedy,"Brooks, Albert",631746197,Film
1978,183,"Deer Hunter, The",Drama,"Cimino, Michael",546388108,Film
1984,106,Falling in Love,Drama,"Grosbard, Ulu",436188866,Film
1986,108,Heartburn,Comedy,"Nichols, Mike",407711549,Film
1983,131,Silkwood,Drama,"Nichols, Mike",348840316,Film
1982,151,Sophie's Choice,Drama,"Pakula, Alan J.",392924807,Film
1985,161,Out of Africa,Drama,"Pollack, Sydney",856085151,Film
1981,127,"French Lieutenant's Woman, The",Drama,"Reisz, Karel",296938801,Film
1985,124,Plenty,Drama,"Schepisi, Fred",501138437,Film
1988,122,A Cry in the Dark,Drama,"Schepisi, Fred",473093228,Film
1989,99,She-Devil,Comedy,"Seidelman, Susan",381906762,Film
1992,103,Death Becomes Her,Drama,"Zemeckis, Robert",456068181,Film
1991,28,Kids & Pesticides,Drama,,807817888,Film
1970,129,On a Clear Day You Can See Forever,Music,"Minnelli, Vincente",626137675,Film
1987,100,Nuts,Drama,"Ritt, Martin",694713380,Film
1983,134,Yentl,Music,"Streisand, Barbra",288467645,Film
1968,151,Funny Girl,Music,"Wyler, William",524028679,Film
1990,97,Fellow Traveller,Drama,"Towns, Philip Saville",710644566,Film
1970,140,Dodesukaden,Drama,"Kurosawa, Akira",373661946,Film
1987,,"Sicilian, The",Drama,"Cimino, Michael",474968763,Film
1941,117,So Ends Our Night,Drama,"Cromwell, John",623726085,Film
1984,102,Sword of the Valiant,Action,"Weeks, Stephen",644783140,Film
1949,78,"Devil's Wanton, The",Drama,"Bergman, Ingmar",426505244,Film
1989,99,Driving Miss Daisy,Drama,"Beresford, Bruce",312016928,Film
1991,111,"Seventh Cross, The",Drama,,520881154,Film
1983,105,Between Friends,Drama,"Antonio, Lou",708982323,Film
1957,173,Raintree County,Drama,"Dmytryk, Edward",540455876,Film
1975,101,"Driver's Seat, The",Drama,"Griffi, Giuseppe Patroni",443280904,Film
1967,109,Reflections in a Golden Eye,Drama,"Huston, John",553709788,Film
1972,110,"X, Y & Zee",Drama,"Hutton, Brian G.",542358331,Film
1968,109,Secret Ceremony,Drama,"Losey, Joseph",529323962,Film
1963,243,Cleopatra,Drama,"Mankiewicz, Joseph L.",592462816,Film
1950,,Father of the Bride,Comedy,"Minnelli, Vincente",524976069,Film
1992,130,Who's Afraid of Virginia Woolf?,Drama,"Nichols, Mike",391081192,Film
1977,110,A Little Night Music,Music,"Prince, Harold",880681519,Film
1956,201,Giant,Drama,"Stevens, George",449220945,Film
1985,94,"Rumor Mill, The",Drama,"Trikonis, Gus",381509870,Film
1943,90,Lassie Come Home,Drama,"Wilcox, Fred M",384336108,Film
1993,76,Return Engagement,Drama,,474171806,Film
1972,108,Hammersmith Is Out,Drama,,886686817,Film
1991,60,Super Duper Bloopers,Comedy,,667094506,Film
1991,,"Elizabeth Taylor Collection, The",Drama,,682716636,Film
1973,99,Ash Wednesday,Drama,,408430415,Film
1991,117,"Last Time I Saw Paris, The",Drama,,445135288,Film
1931,125,Cimarron,Western,"Ruggles, Wesley",542063846,Film
1992,83,Apache Woman,Western,"Corman, Roger",331333876,Film
1984,,Gary Numan - Berzerker,Music,,559852396,Film
1988,101,Mystic Pizza,Comedy,"Petrie, Donald",485004754,Film
1991,95,Dogfight,Action,"Savoca, Nancy",375540831,Film
1935,234,"Adventures of Rex & Rinty, The",Western,"Beebe, Ford",396271103,Film
1988,60,Daphnis & Chloe,Music,"Wimhurst, Jolyon",527016307,Film
1980,97,Marathon,Comedy,"Cooper, Jackie",471222889,Film
1948,127,Fort Apache,Western,"Ford, John",340952971,Film
1937,100,Wee Willie Winkie,Drama,"Ford, John",701729206,Film
1987,91,Big Shots,Action,"Mandel, Robert",314215454,Film
1988,85,Doin' Time on Planet Earth,Comedy,"Matthau, Charles",465380802,Film
1983,91,All the Right Moves,Drama,"Chapman, Michael",587235983,Film
1987,93,Some Kind of Wonderful,Drama,"Deutch, Howard",543848418,Film
1990,87,"All New Tales from the Crypt, A Trilogy",Horror,"Deutch, Howard",552639571,Film
1985,116,Back to the Future,Comedy,"Zemeckis, Robert",487287646,Film
1963,80,Winter Light,Drama,"Bergman, Ingmar",184925486,Film
1963,95,"Silence, The",Drama,"Bergman, Ingmar",287144079,Film
1959,100,"Magician, The",Drama,"Bergman, Ingmar",424208848,Film
1961,154,"Four Horsemen of the Apocalypse, The",Drama,"Minnelli, Vincente",336567158,Film
1986,99,Critical Condition,Comedy,"Apted, Michael",368875760,Film
1989,88,Center of the Web,Mystery,,379631351,Film
1990,110,Border Shootout,Action,,532950503,Film
1989,109,Lean on Me,Drama,"Avildsen, John G.",450717150,Film
1986,221,On Wings of Eagles,Drama,"McLaglen, Andrew V.",536414293,Film
1941,94,Texas,Western,"Marshall, George",374111707,Film
1939,80,Allegheny Uprising,Drama,"Seiter, William A.",328718434,Film
1940,95,Dark Command,Western,"Walsh, Raoul",275293450,Film
1986,103,Peggy Sue Got Married,Drama,"Coppola, Francis Ford",302710615,Film
1989,84,"Dear America, Letters Home from Vietnam",War,"Couturie, Bill",368780809,Film
1985,130,Prizzi's Honor,Comedy,"Huston, John",449326618,Film
1983,90,"Man with Two Brains, The",Comedy,"Reiner, Carl",457696391,Film
1984,101,Crimes of Passion,Drama,"Russell, Ken",519311965,Film
1985,106,"Jewel of the Nile, The",Action,"Teague, Lewis",362211740,Film
1984,106,Romancing the Stone,Action,"Zemeckis, Robert",603900354,Film
1988,121,"Accidental Tourist, The",Comedy,,373062864,Film
1955,117,"Sea Chase, The",War,"Farrow, John",333107271,Film
1958,98,"Another Time, Another Place",Drama,,371594210,Film
1988,90,Cannibal Women in the Avocado Jungle of Death,Comedy,"Lawton, J.F.",624026776,Film
1986,91,Mr Love.,Comedy,"Battersby, Roy",463406268,Film
1968,139,2001: A Space Odyssey,Science Fiction,"Kubrick, Stanley",386041607,Film
1966,81,Persona,Drama,"Bergman, Ingmar",413106170,Film
1973,,Scenes from a Marriage,Drama,"Bergman, Ingmar",177200000,Film
1968,88,Hour of the Wolf,Drama,"Bergman, Ingmar",621537519,Film
1969,101,"Passion of Anna, The",Drama,"Bergman, Ingmar",481800873,Film
1984,96,Dangerous Moves,Drama,"Dembo, Richard",370569774,Film
1957,147,Sayonara,Drama,"Logan, Joshua",223853736,Film
1968,158,Where Eagles Dare,War,"Hulton, Brian G.",359126022,Film
1985,95,Teen Wolf,Drama,"Daniel, Rod",369884651,Film
1990,88,Amazon,Action,"Kaurism�ki, Mika",383257136,Film
1973,,"Paper Chase, The",Drama,"Bridges, James",290835269,Film
1959,88,"Virgin Spring, The",Drama,"Bergman, Ingmar",311950384,Film
1970,97,Spider's Stratagem,Drama,"Bertolucci, Bernardo",255185482,Film
1971,102,Play Misty for Me,Mystery,"Eastwood, Clint",527965936,Film
